player_name,player_id,season_id,gp,age,min,fgm,fga,fg3m,ftm,fta,oreb,dreb,ast,tov,stl,blk,pts
Jameer Nelson,2749,2010-11,76.0,29.0,2318.82,374.0,838.0,119.0,130.0,162.0,37.0,189.0,456.0,194.0,75.0,3.0,997.0
Jameer Nelson,2749,2011-12,57.0,30.0,1706.08,259.0,606.0,87.0,71.0,88.0,29.0,152.0,325.0,135.0,38.0,5.0,676.0
Jameer Nelson,2749,2012-13,56.0,31.0,1977.06,306.0,780.0,121.0,89.0,102.0,23.0,186.0,413.0,154.0,71.0,6.0,822.0
Jameer Nelson,2749,2013-14,68.0,32.0,2178.98,294.0,747.0,136.0,96.0,112.0,29.0,202.0,476.0,166.0,52.0,5.0,820.0
Jameer Nelson,2749,2014-15,63.0,33.0,1406.02,205.0,504.0,89.0,24.0,36.0,33.0,113.0,253.0,109.0,47.0,6.0,523.0
Jameer Nelson,2749,2015-16,39.0,34.0,1035.66,113.0,307.0,43.0,30.0,35.0,19.0,96.0,190.0,66.0,25.0,5.0,299.0
Jameer Nelson,2749,2016-17,75.0,35.0,2045.05,268.0,604.0,106.0,45.0,63.0,28.0,164.0,385.0,128.0,54.0,8.0,687.0
Kris Humphries,2743,2004-05,67.0,20.0,869.0169999999999,116.0,287.0,2.0,44.0,101.0,73.0,124.0,43.0,52.0,25.0,18.0,278.0
Kris Humphries,2743,2005-06,62.0,21.0,619.377,77.0,203.0,0.0,34.0,65.0,56.0,101.0,30.0,31.0,23.0,16.0,188.0
Kris Humphries,2743,2006-07,60.0,22.0,670.12,87.0,185.0,0.0,53.0,79.0,78.0,109.0,18.0,32.0,14.0,21.0,227.0
Kris Humphries,2743,2007-08,70.0,23.0,924.85,161.0,333.0,0.0,75.0,124.0,90.0,169.0,28.0,47.0,25.0,28.0,397.0
Kris Humphries,2743,2008-09,29.0,24.0,265.06,38.0,90.0,0.0,38.0,48.0,24.0,46.0,10.0,8.0,8.0,6.0,114.0
Kris Humphries,2743,2009-10,69.0,25.0,1221.1,180.0,408.0,0.0,127.0,190.0,120.0,258.0,32.0,66.0,36.0,48.0,487.0
Kris Humphries,2743,2010-11,74.0,26.0,2060.57,307.0,583.0,0.0,127.0,191.0,225.0,546.0,84.0,103.0,33.0,80.0,741.0
Kris Humphries,2743,2011-12,62.0,27.0,2161.6,323.0,671.0,0.0,209.0,278.0,233.0,448.0,90.0,119.0,50.0,74.0,855.0
Kris Humphries,2743,2012-13,65.0,28.0,1191.17,139.0,310.0,0.0,97.0,123.0,126.0,239.0,32.0,57.0,16.0,33.0,375.0
Kris Humphries,2743,2013-14,69.0,29.0,1375.84,231.0,461.0,0.0,117.0,144.0,127.0,282.0,67.0,64.0,31.0,61.0,579.0
Kris Humphries,2743,2014-15,64.0,30.0,1345.3,211.0,446.0,0.0,87.0,117.0,118.0,298.0,57.0,46.0,34.0,25.0,509.0
Kris Humphries,2743,2015-16,53.0,31.0,834.695,121.0,295.0,34.0,67.0,84.0,57.0,161.0,36.0,38.0,16.0,23.0,343.0
Kris Humphries,2743,2016-17,56.0,32.0,688.632,87.0,214.0,19.0,64.0,82.0,60.0,146.0,29.0,28.0,15.0,21.0,257.0
Luol Deng,2736,2004-05,61.0,20.0,1661.07,280.0,645.0,31.0,120.0,162.0,92.0,230.0,135.0,118.0,48.0,27.0,711.0
Luol Deng,2736,2005-06,78.0,21.0,2603.26,442.0,954.0,21.0,207.0,276.0,127.0,389.0,147.0,105.0,72.0,50.0,1112.0
Luol Deng,2736,2006-07,82.0,22.0,3071.46,630.0,1218.0,1.0,279.0,359.0,148.0,431.0,204.0,153.0,97.0,48.0,1540.0
Luol Deng,2736,2007-08,63.0,23.0,2127.88,429.0,896.0,8.0,204.0,265.0,136.0,258.0,155.0,120.0,57.0,29.0,1070.0
Luol Deng,2736,2008-09,49.0,24.0,1665.23,265.0,591.0,8.0,152.0,191.0,80.0,215.0,94.0,72.0,60.0,25.0,690.0
Luol Deng,2736,2009-10,70.0,25.0,2650.65,473.0,1014.0,32.0,252.0,330.0,131.0,381.0,143.0,134.0,66.0,61.0,1230.0
Luol Deng,2736,2010-11,82.0,26.0,3207.82,531.0,1155.0,115.0,253.0,336.0,116.0,360.0,230.0,156.0,78.0,48.0,1430.0
Luol Deng,2736,2011-12,54.0,27.0,2129.02,311.0,755.0,79.0,127.0,165.0,77.0,273.0,157.0,96.0,56.0,36.0,828.0
Luol Deng,2736,2012-13,75.0,28.0,2902.89,466.0,1093.0,75.0,230.0,282.0,162.0,314.0,222.0,144.0,81.0,32.0,1237.0
Luol Deng,2736,2013-14,63.0,29.0,2212.67,371.0,860.0,57.0,212.0,268.0,99.0,262.0,183.0,114.0,62.0,9.0,1011.0
Luol Deng,2736,2014-15,72.0,30.0,2420.56,369.0,787.0,78.0,191.0,251.0,103.0,273.0,139.0,108.0,65.0,22.0,1007.0
Luol Deng,2736,2015-16,74.0,31.0,2393.94,339.0,745.0,88.0,145.0,192.0,108.0,335.0,140.0,81.0,74.0,29.0,911.0
Luol Deng,2736,2016-17,56.0,32.0,1485.89,164.0,424.0,51.0,46.0,63.0,63.0,232.0,74.0,43.0,48.0,20.0,425.0
Nick Collison,2555,2004-05,82.0,24.0,1397.37,189.0,353.0,0.0,83.0,118.0,155.0,220.0,32.0,62.0,34.0,50.0,461.0
Nick Collison,2555,2005-06,66.0,25.0,1448.04,207.0,394.0,0.0,79.0,113.0,143.0,225.0,74.0,77.0,21.0,35.0,493.0
Nick Collison,2555,2006-07,82.0,26.0,2377.69,318.0,636.0,0.0,154.0,199.0,229.0,437.0,82.0,123.0,48.0,66.0,790.0
Nick Collison,2555,2007-08,78.0,27.0,2222.54,322.0,641.0,0.0,123.0,167.0,254.0,476.0,113.0,118.0,47.0,60.0,767.0
Nick Collison,2555,2008-09,71.0,28.0,1831.43,243.0,428.0,0.0,98.0,136.0,181.0,308.0,66.0,73.0,51.0,50.0,584.0
Nick Collison,2555,2009-10,75.0,29.0,1557.12,182.0,309.0,1.0,74.0,107.0,152.0,232.0,38.0,63.0,37.0,48.0,439.0
Nick Collison,2555,2010-11,71.0,30.0,1523.96,137.0,242.0,0.0,55.0,73.0,119.0,197.0,69.0,55.0,42.0,31.0,329.0
Nick Collison,2555,2011-12,63.0,31.0,1306.79,120.0,201.0,0.0,44.0,62.0,119.0,155.0,82.0,61.0,33.0,28.0,284.0
Nick Collison,2555,2012-13,81.0,32.0,1582.9,176.0,296.0,0.0,60.0,78.0,123.0,210.0,121.0,69.0,51.0,30.0,412.0
Nick Collison,2555,2013-14,81.0,33.0,1353.1,134.0,241.0,4.0,66.0,93.0,116.0,177.0,104.0,71.0,30.0,28.0,338.0
Nick Collison,2555,2014-15,66.0,34.0,1100.73,106.0,253.0,16.0,45.0,65.0,90.0,160.0,90.0,45.0,35.0,25.0,273.0
Nick Collison,2555,2015-16,59.0,35.0,699.262,50.0,109.0,0.0,23.0,33.0,68.0,103.0,52.0,50.0,15.0,16.0,123.0
Nick Collison,2555,2016-17,20.0,36.0,127.773,14.0,23.0,0.0,5.0,8.0,9.0,22.0,12.0,4.0,2.0,2.0,33.0
Sasha Vujacic,2756,2004-05,35.0,21.0,402.43699999999995,33.0,117.0,17.0,18.0,19.0,13.0,49.0,51.0,15.0,12.0,2.0,101.0
Sasha Vujacic,2756,2005-06,82.0,22.0,1448.61,108.0,312.0,59.0,46.0,52.0,33.0,126.0,139.0,50.0,48.0,3.0,321.0
Sasha Vujacic,2756,2006-07,73.0,23.0,934.388,105.0,268.0,60.0,43.0,49.0,28.0,79.0,64.0,30.0,41.0,1.0,313.0
Sasha Vujacic,2756,2007-08,72.0,24.0,1279.07,219.0,482.0,118.0,76.0,91.0,19.0,135.0,72.0,52.0,36.0,5.0,632.0
Sasha Vujacic,2756,2008-09,80.0,25.0,1292.08,155.0,401.0,81.0,70.0,76.0,19.0,116.0,113.0,35.0,77.0,7.0,461.0
Sasha Vujacic,2756,2009-10,67.0,26.0,574.988,66.0,164.0,25.0,28.0,33.0,25.0,54.0,41.0,17.0,20.0,4.0,185.0
Sasha Vujacic,2756,2010-11,67.0,27.0,1647.42,239.0,595.0,97.0,81.0,96.0,30.0,156.0,132.0,66.0,54.0,5.0,656.0
Sasha Vujacic,2756,2013-14,2.0,30.0,10.3867,2.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,5.0
Sasha Vujacic,2756,2015-16,61.0,32.0,908.408,106.0,277.0,52.0,32.0,39.0,26.0,123.0,84.0,44.0,34.0,5.0,296.0
Sasha Vujacic,2756,2016-17,42.0,33.0,408.195,42.0,136.0,23.0,17.0,24.0,12.0,47.0,52.0,16.0,13.0,2.0,124.0
Shaun Livingston,2733,2004-05,30.0,19.0,820.023,89.0,215.0,0.0,44.0,59.0,22.0,67.0,151.0,75.0,32.0,11.0,222.0
Shaun Livingston,2733,2005-06,61.0,20.0,1525.36,149.0,349.0,1.0,53.0,77.0,41.0,142.0,273.0,111.0,46.0,32.0,352.0
Shaun Livingston,2733,2006-07,54.0,21.0,1611.42,208.0,449.0,5.0,82.0,116.0,56.0,128.0,274.0,108.0,59.0,29.0,503.0
Shaun Livingston,2733,2008-09,12.0,23.0,231.312,31.0,60.0,0.0,9.0,10.0,3.0,25.0,20.0,9.0,7.0,2.0,71.0
Shaun Livingston,2733,2009-10,36.0,24.0,795.413,104.0,201.0,0.0,42.0,48.0,16.0,62.0,130.0,58.0,17.0,11.0,250.0
Shaun Livingston,2733,2010-11,73.0,25.0,1260.78,185.0,397.0,1.0,108.0,125.0,29.0,120.0,164.0,88.0,47.0,29.0,479.0
Shaun Livingston,2733,2011-12,58.0,26.0,1091.68,127.0,271.0,2.0,62.0,79.0,39.0,84.0,122.0,66.0,27.0,20.0,318.0
Shaun Livingston,2733,2012-13,66.0,27.0,1454.69,166.0,346.0,0.0,85.0,98.0,31.0,127.0,215.0,76.0,48.0,31.0,417.0
Shaun Livingston,2733,2013-14,76.0,28.0,1974.18,235.0,487.0,1.0,158.0,191.0,67.0,179.0,245.0,105.0,93.0,31.0,629.0
Shaun Livingston,2733,2014-15,78.0,29.0,1468.21,198.0,396.0,0.0,65.0,91.0,43.0,140.0,259.0,102.0,49.0,20.0,461.0
Shaun Livingston,2733,2015-16,78.0,30.0,1519.53,203.0,379.0,2.0,80.0,93.0,42.0,127.0,237.0,78.0,57.0,27.0,488.0
Shaun Livingston,2733,2016-17,76.0,31.0,1344.71,173.0,316.0,1.0,42.0,60.0,28.0,123.0,139.0,62.0,38.0,20.0,389.0
Tony Allen,2754,2004-05,77.0,23.0,1254.47,184.0,387.0,12.0,112.0,152.0,85.0,136.0,64.0,77.0,76.0,24.0,492.0
Tony Allen,2754,2005-06,51.0,24.0,978.052,129.0,274.0,11.0,100.0,134.0,32.0,79.0,67.0,67.0,51.0,18.0,369.0
Tony Allen,2754,2006-07,33.0,25.0,804.58,133.0,259.0,8.0,105.0,134.0,35.0,89.0,56.0,75.0,49.0,12.0,379.0
Tony Allen,2754,2007-08,75.0,26.0,1373.45,169.0,389.0,18.0,138.0,181.0,34.0,134.0,114.0,109.0,62.0,21.0,494.0
Tony Allen,2754,2008-09,46.0,27.0,887.165,137.0,284.0,6.0,79.0,109.0,22.0,82.0,66.0,77.0,54.0,23.0,359.0
Tony Allen,2754,2009-10,54.0,28.0,888.9019999999999,129.0,253.0,0.0,72.0,119.0,52.0,93.0,72.0,66.0,59.0,19.0,330.0
Tony Allen,2754,2010-11,72.0,29.0,1494.42,251.0,492.0,4.0,137.0,182.0,70.0,123.0,104.0,86.0,129.0,44.0,643.0
Tony Allen,2754,2011-12,58.0,30.0,1525.21,210.0,448.0,8.0,140.0,175.0,98.0,135.0,79.0,94.0,104.0,33.0,568.0
Tony Allen,2754,2012-13,79.0,31.0,2109.08,284.0,638.0,3.0,134.0,187.0,121.0,242.0,98.0,94.0,119.0,44.0,705.0
Tony Allen,2754,2013-14,55.0,32.0,1278.17,204.0,413.0,11.0,76.0,121.0,79.0,129.0,94.0,90.0,90.0,19.0,495.0
Tony Allen,2754,2014-15,63.0,33.0,1647.68,225.0,455.0,10.0,79.0,126.0,103.0,177.0,86.0,86.0,129.0,30.0,539.0
Tony Allen,2754,2015-16,64.0,34.0,1619.82,215.0,469.0,15.0,90.0,138.0,104.0,192.0,70.0,78.0,110.0,18.0,535.0
Tony Allen,2754,2016-17,71.0,35.0,1913.76,274.0,595.0,15.0,80.0,130.0,166.0,225.0,98.0,100.0,115.0,29.0,643.0
Trevor Ariza,2772,2004-05,80.0,20.0,1380.63,172.0,389.0,3.0,121.0,174.0,89.0,153.0,85.0,73.0,70.0,18.0,468.0
Trevor Ariza,2772,2005-06,57.0,20.0,999.2669999999999,93.0,226.0,1.0,77.0,127.0,78.0,140.0,61.0,62.0,57.0,11.0,264.0
Trevor Ariza,2772,2006-07,57.0,21.0,1277.7,200.0,371.0,0.0,106.0,171.0,98.0,151.0,65.0,84.0,59.0,19.0,506.0
Trevor Ariza,2772,2007-08,35.0,23.0,546.663,69.0,136.0,5.0,49.0,75.0,30.0,78.0,44.0,23.0,31.0,11.0,192.0
Trevor Ariza,2772,2008-09,82.0,24.0,1998.9,274.0,596.0,61.0,120.0,169.0,111.0,241.0,145.0,87.0,137.0,24.0,729.0
Trevor Ariza,2772,2009-10,72.0,24.0,2628.61,394.0,999.0,136.0,148.0,228.0,78.0,325.0,276.0,161.0,126.0,40.0,1072.0
Trevor Ariza,2772,2010-11,75.0,25.0,2599.88,303.0,762.0,82.0,138.0,197.0,61.0,347.0,162.0,118.0,120.0,31.0,826.0
Trevor Ariza,2772,2011-12,41.0,27.0,1350.05,168.0,403.0,29.0,79.0,102.0,41.0,174.0,135.0,76.0,69.0,25.0,444.0
Trevor Ariza,2772,2012-13,56.0,28.0,1470.69,188.0,451.0,76.0,78.0,95.0,44.0,222.0,113.0,84.0,72.0,20.0,530.0
Trevor Ariza,2772,2013-14,77.0,28.0,2722.52,389.0,853.0,180.0,149.0,193.0,99.0,376.0,191.0,132.0,126.0,20.0,1107.0
Trevor Ariza,2772,2014-15,82.0,29.0,2930.1,366.0,910.0,194.0,122.0,143.0,77.0,382.0,209.0,141.0,152.0,17.0,1048.0
Trevor Ariza,2772,2015-16,81.0,31.0,2859.04,357.0,859.0,185.0,126.0,161.0,67.0,299.0,188.0,113.0,160.0,26.0,1025.0
Trevor Ariza,2772,2016-17,80.0,31.0,2772.61,326.0,798.0,191.0,93.0,126.0,54.0,404.0,175.0,73.0,147.0,20.0,936.0
Alan Anderson,101187,2005-06,36.0,23.0,563.6,75.0,181.0,24.0,33.0,41.0,23.0,47.0,32.0,32.0,11.0,4.0,207.0
Alan Anderson,101187,2006-07,17.0,24.0,255.822,37.0,81.0,5.0,19.0,23.0,11.0,21.0,21.0,22.0,7.0,0.0,98.0
Alan Anderson,101187,2011-12,17.0,29.0,460.725,55.0,142.0,24.0,29.0,34.0,8.0,26.0,26.0,25.0,5.0,3.0,163.0
Alan Anderson,101187,2012-13,65.0,30.0,1494.99,236.0,616.0,95.0,126.0,147.0,34.0,114.0,103.0,80.0,48.0,7.0,693.0
Alan Anderson,101187,2013-14,78.0,31.0,1772.48,194.0,485.0,84.0,92.0,118.0,40.0,135.0,81.0,62.0,48.0,11.0,564.0
Alan Anderson,101187,2014-15,74.0,32.0,1744.33,195.0,440.0,73.0,82.0,101.0,31.0,173.0,83.0,60.0,56.0,5.0,545.0
Alan Anderson,101187,2015-16,13.0,33.0,192.183,21.0,59.0,12.0,11.0,15.0,1.0,26.0,14.0,2.0,4.0,1.0,65.0
Alan Anderson,101187,2016-17,30.0,34.0,308.35200000000003,30.0,80.0,14.0,12.0,16.0,3.0,21.0,11.0,7.0,3.0,0.0,86.0
Amir Johnson,101161,2005-06,3.0,19.0,38.7667,7.0,10.0,2.0,4.0,4.0,3.0,1.0,3.0,4.0,0.0,2.0,20.0
Amir Johnson,101161,2006-07,8.0,20.0,124.2,18.0,33.0,0.0,11.0,14.0,15.0,22.0,3.0,9.0,5.0,13.0,47.0
Amir Johnson,101161,2007-08,62.0,21.0,763.97,92.0,165.0,0.0,37.0,55.0,87.0,148.0,29.0,39.0,24.0,82.0,221.0
Amir Johnson,101161,2008-09,62.0,22.0,910.9830000000001,97.0,163.0,0.0,23.0,35.0,102.0,130.0,20.0,33.0,20.0,60.0,217.0
Amir Johnson,101161,2009-10,82.0,23.0,1452.37,208.0,334.0,0.0,95.0,149.0,154.0,241.0,48.0,63.0,44.0,66.0,511.0
Amir Johnson,101161,2010-11,72.0,24.0,1852.67,281.0,495.0,0.0,126.0,160.0,189.0,272.0,81.0,69.0,53.0,88.0,688.0
Amir Johnson,101161,2011-12,64.0,25.0,1552.63,196.0,340.0,2.0,58.0,84.0,149.0,259.0,79.0,94.0,33.0,69.0,452.0
Amir Johnson,101161,2012-13,81.0,26.0,2324.81,336.0,606.0,5.0,136.0,187.0,227.0,384.0,122.0,117.0,81.0,110.0,813.0
Amir Johnson,101161,2013-14,77.0,27.0,2213.9,344.0,612.0,20.0,91.0,143.0,172.0,333.0,115.0,123.0,56.0,88.0,799.0
Amir Johnson,101161,2014-15,75.0,28.0,1978.75,298.0,519.0,19.0,79.0,129.0,159.0,297.0,117.0,110.0,44.0,59.0,694.0
Amir Johnson,101161,2015-16,79.0,29.0,1800.16,249.0,426.0,10.0,69.0,121.0,178.0,327.0,138.0,94.0,52.0,83.0,577.0
Amir Johnson,101161,2016-17,80.0,30.0,1608.1,213.0,370.0,27.0,67.0,100.0,118.0,248.0,140.0,77.0,51.0,62.0,520.0
Andrew Bogut,101106,2005-06,82.0,21.0,2348.13,323.0,606.0,0.0,122.0,194.0,189.0,384.0,192.0,125.0,49.0,68.0,768.0
Andrew Bogut,101106,2006-07,66.0,22.0,2258.06,348.0,629.0,1.0,112.0,194.0,168.0,416.0,198.0,150.0,49.0,35.0,809.0
Andrew Bogut,101106,2007-08,78.0,23.0,2720.25,465.0,910.0,0.0,189.0,322.0,245.0,518.0,199.0,172.0,64.0,135.0,1119.0
Andrew Bogut,101106,2008-09,36.0,24.0,1123.76,183.0,317.0,0.0,56.0,98.0,117.0,252.0,72.0,86.0,23.0,37.0,422.0
Andrew Bogut,101106,2009-10,69.0,25.0,2229.27,473.0,910.0,0.0,149.0,237.0,208.0,493.0,127.0,131.0,39.0,175.0,1095.0
Andrew Bogut,101106,2010-11,65.0,26.0,2297.19,367.0,742.0,0.0,96.0,217.0,199.0,521.0,131.0,125.0,47.0,168.0,830.0
Andrew Bogut,101106,2011-12,12.0,27.0,363.718,61.0,136.0,0.0,14.0,23.0,22.0,78.0,31.0,24.0,12.0,24.0,136.0
Andrew Bogut,101106,2012-13,32.0,28.0,785.702,83.0,184.0,1.0,19.0,38.0,68.0,177.0,67.0,35.0,20.0,55.0,186.0
Andrew Bogut,101106,2013-14,67.0,29.0,1769.59,235.0,375.0,0.0,22.0,64.0,182.0,489.0,112.0,97.0,47.0,121.0,492.0
Andrew Bogut,101106,2014-15,67.0,30.0,1582.5,200.0,355.0,0.0,22.0,42.0,141.0,402.0,180.0,106.0,39.0,113.0,422.0
Andrew Bogut,101106,2015-16,70.0,31.0,1451.26,175.0,279.0,1.0,24.0,50.0,121.0,371.0,162.0,83.0,33.0,114.0,375.0
Andrew Bogut,101106,2016-17,27.0,32.0,583.183,38.0,81.0,0.0,3.0,11.0,56.0,162.0,49.0,43.0,13.0,25.0,79.0
Brandon Bass,101138,2005-06,29.0,21.0,268.403,28.0,70.0,0.0,12.0,19.0,18.0,50.0,3.0,11.0,3.0,7.0,68.0
Brandon Bass,101138,2006-07,21.0,22.0,161.205,15.0,44.0,0.0,12.0,16.0,13.0,30.0,3.0,10.0,2.0,3.0,42.0
Brandon Bass,101138,2007-08,79.0,23.0,1556.33,246.0,493.0,0.0,162.0,197.0,120.0,227.0,58.0,82.0,22.0,48.0,654.0
Brandon Bass,101138,2008-09,81.0,24.0,1574.38,252.0,508.0,0.0,182.0,210.0,129.0,238.0,43.0,86.0,27.0,55.0,686.0
Brandon Bass,101138,2009-10,50.0,25.0,648.177,119.0,233.0,0.0,52.0,63.0,54.0,73.0,19.0,31.0,12.0,27.0,290.0
Brandon Bass,101138,2010-11,76.0,26.0,1979.89,332.0,645.0,0.0,190.0,233.0,134.0,290.0,57.0,97.0,27.0,52.0,854.0
Brandon Bass,101138,2011-12,59.0,27.0,1868.26,303.0,632.0,0.0,132.0,163.0,95.0,270.0,55.0,65.0,34.0,54.0,738.0
Brandon Bass,101138,2012-13,81.0,28.0,2239.51,286.0,589.0,0.0,129.0,150.0,129.0,296.0,84.0,80.0,44.0,64.0,701.0
Brandon Bass,101138,2013-14,82.0,29.0,2266.42,352.0,725.0,2.0,205.0,239.0,161.0,309.0,87.0,102.0,36.0,71.0,911.0
Brandon Bass,101138,2014-15,82.0,30.0,1928.77,344.0,683.0,9.0,169.0,214.0,139.0,259.0,104.0,83.0,41.0,32.0,866.0
Brandon Bass,101138,2015-16,66.0,31.0,1342.41,174.0,317.0,0.0,125.0,148.0,104.0,181.0,74.0,42.0,33.0,55.0,473.0
Brandon Bass,101138,2016-17,52.0,32.0,576.865,107.0,186.0,1.0,77.0,88.0,43.0,86.0,21.0,29.0,14.0,11.0,292.0
CJ Miles,101139,2005-06,23.0,19.0,202.838,28.0,76.0,5.0,18.0,24.0,18.0,20.0,16.0,9.0,7.0,2.0,79.0
CJ Miles,101139,2006-07,37.0,20.0,372.222,40.0,116.0,7.0,14.0,23.0,11.0,24.0,25.0,28.0,11.0,4.0,101.0
CJ Miles,101139,2007-08,60.0,21.0,689.46,113.0,236.0,30.0,41.0,52.0,16.0,62.0,53.0,27.0,32.0,8.0,297.0
CJ Miles,101139,2008-09,72.0,22.0,1622.94,258.0,562.0,63.0,78.0,89.0,45.0,122.0,107.0,64.0,46.0,15.0,657.0
CJ Miles,101139,2009-10,63.0,23.0,1497.04,241.0,562.0,74.0,66.0,95.0,42.0,126.0,105.0,81.0,58.0,17.0,622.0
CJ Miles,101139,2010-11,78.0,24.0,1968.79,366.0,899.0,109.0,159.0,196.0,54.0,201.0,135.0,93.0,74.0,38.0,1000.0
CJ Miles,101139,2011-12,56.0,25.0,1144.45,177.0,465.0,46.0,108.0,136.0,27.0,89.0,69.0,53.0,46.0,18.0,508.0
CJ Miles,101139,2012-13,65.0,26.0,1363.64,255.0,614.0,126.0,93.0,107.0,24.0,150.0,63.0,69.0,49.0,17.0,729.0
CJ Miles,101139,2013-14,51.0,27.0,984.127,178.0,409.0,83.0,64.0,75.0,18.0,85.0,52.0,44.0,46.0,15.0,503.0
CJ Miles,101139,2014-15,70.0,28.0,1841.09,329.0,827.0,154.0,130.0,161.0,18.0,196.0,75.0,73.0,60.0,26.0,942.0
CJ Miles,101139,2015-16,64.0,29.0,1463.61,259.0,634.0,142.0,93.0,124.0,25.0,150.0,63.0,70.0,53.0,29.0,753.0
CJ Miles,101139,2016-17,76.0,30.0,1776.31,281.0,647.0,169.0,84.0,93.0,30.0,199.0,48.0,40.0,46.0,25.0,815.0
Channing Frye,101112,2005-06,65.0,23.0,1572.1,305.0,640.0,3.0,189.0,229.0,138.0,236.0,53.0,97.0,30.0,47.0,802.0
Channing Frye,101112,2006-07,72.0,24.0,1896.19,298.0,689.0,3.0,85.0,108.0,91.0,304.0,67.0,100.0,36.0,42.0,684.0
Channing Frye,101112,2007-08,78.0,25.0,1341.86,221.0,453.0,3.0,85.0,109.0,107.0,247.0,57.0,55.0,29.0,27.0,530.0
Channing Frye,101112,2008-09,63.0,26.0,745.16,113.0,267.0,11.0,26.0,36.0,41.0,99.0,24.0,29.0,17.0,16.0,263.0
Channing Frye,101112,2009-10,81.0,27.0,2189.94,317.0,703.0,172.0,98.0,121.0,66.0,361.0,113.0,73.0,64.0,74.0,904.0
Channing Frye,101112,2010-11,77.0,28.0,2541.03,358.0,829.0,171.0,89.0,107.0,65.0,448.0,96.0,73.0,46.0,79.0,976.0
Channing Frye,101112,2011-12,64.0,29.0,1669.41,255.0,613.0,91.0,73.0,82.0,71.0,308.0,88.0,63.0,42.0,70.0,674.0
Channing Frye,101112,2013-14,82.0,31.0,2312.34,336.0,778.0,160.0,78.0,95.0,73.0,343.0,98.0,89.0,60.0,63.0,910.0
Channing Frye,101112,2014-15,75.0,32.0,1869.83,191.0,487.0,136.0,31.0,35.0,27.0,266.0,94.0,78.0,47.0,39.0,549.0
Channing Frye,101112,2015-16,70.0,33.0,1199.16,152.0,347.0,91.0,30.0,35.0,35.0,199.0,71.0,43.0,29.0,28.0,425.0
Channing Frye,101112,2016-17,74.0,33.0,1397.92,238.0,520.0,137.0,63.0,74.0,37.0,253.0,45.0,53.0,33.0,37.0,676.0
Chris Paul,101108,2005-06,78.0,21.0,2808.48,407.0,947.0,50.0,394.0,465.0,61.0,339.0,611.0,183.0,175.0,6.0,1258.0
Chris Paul,101108,2006-07,64.0,22.0,2352.4,381.0,871.0,50.0,292.0,357.0,54.0,226.0,569.0,161.0,118.0,3.0,1104.0
Chris Paul,101108,2007-08,80.0,23.0,3005.07,630.0,1291.0,92.0,332.0,390.0,62.0,259.0,925.0,201.0,217.0,4.0,1684.0
Chris Paul,101108,2008-09,78.0,24.0,3002.09,631.0,1255.0,64.0,455.0,524.0,69.0,363.0,861.0,231.0,216.0,10.0,1781.0
Chris Paul,101108,2009-10,45.0,25.0,1712.72,314.0,637.0,52.0,161.0,190.0,20.0,171.0,480.0,112.0,96.0,8.0,841.0
Chris Paul,101108,2010-11,80.0,26.0,2879.64,430.0,928.0,71.0,337.0,384.0,38.0,289.0,782.0,177.0,188.0,5.0,1268.0
Chris Paul,101108,2011-12,60.0,27.0,2180.48,425.0,890.0,79.0,260.0,302.0,42.0,171.0,543.0,124.0,152.0,4.0,1189.0
Chris Paul,101108,2012-13,70.0,28.0,2334.89,412.0,856.0,76.0,286.0,323.0,53.0,209.0,678.0,159.0,169.0,10.0,1186.0
Chris Paul,101108,2013-14,62.0,29.0,2170.98,406.0,870.0,78.0,295.0,345.0,38.0,230.0,663.0,145.0,154.0,4.0,1185.0
Chris Paul,101108,2014-15,82.0,30.0,2857.24,568.0,1170.0,139.0,289.0,321.0,52.0,324.0,838.0,190.0,156.0,15.0,1564.0
Chris Paul,101108,2015-16,74.0,31.0,2420.27,515.0,1114.0,122.0,294.0,328.0,39.0,271.0,738.0,194.0,152.0,13.0,1446.0
Chris Paul,101108,2016-17,61.0,32.0,1920.84,374.0,785.0,124.0,232.0,260.0,40.0,264.0,563.0,147.0,119.0,8.0,1104.0
David Lee,101135,2005-06,67.0,23.0,1128.52,137.0,229.0,0.0,71.0,123.0,108.0,194.0,43.0,51.0,30.0,20.0,345.0
David Lee,101135,2006-07,58.0,24.0,1730.98,240.0,400.0,0.0,141.0,173.0,196.0,406.0,104.0,92.0,48.0,23.0,621.0
David Lee,101135,2007-08,81.0,25.0,2355.68,341.0,618.0,0.0,194.0,237.0,242.0,482.0,95.0,97.0,55.0,29.0,876.0
David Lee,101135,2008-09,81.0,26.0,2823.86,522.0,951.0,0.0,249.0,330.0,256.0,695.0,174.0,150.0,80.0,22.0,1293.0
David Lee,101135,2009-10,81.0,27.0,3019.05,686.0,1258.0,0.0,268.0,330.0,228.0,721.0,295.0,189.0,85.0,40.0,1640.0
David Lee,101135,2010-11,73.0,28.0,2633.75,496.0,978.0,1.0,210.0,267.0,217.0,497.0,233.0,170.0,74.0,31.0,1203.0
David Lee,101135,2011-12,57.0,29.0,2121.0,464.0,922.0,0.0,219.0,280.0,171.0,374.0,162.0,149.0,54.0,22.0,1147.0
David Lee,101135,2012-13,79.0,30.0,2907.47,602.0,1160.0,0.0,255.0,320.0,218.0,668.0,279.0,207.0,67.0,22.0,1459.0
